t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224,t225,t226,t227,t228,t229,t230,t231,t232,t233,t234,t235,t236,t237,t238,t239,t240,t241,t242,t243,t244,t245,t246,t247,t248,t249,t250,t251,t252,t253,t254,t255,t256,t257,t258,t259,t260,t261,t262,t263,t264,t265,t266,t267,t268,t269,t270,t271,t272,t273,t274,t275,t276,t277,t278,t279,t280,t281,t282,t283,t284,t285,t286,t287,t288,t289,t290,t291,t292,t293,t294,t295,t296,t297,t298,t299,t300,t301,t302,t303,t304,t305,t306,t307,t308,t309,t310,t311,t312,t313,t314,t315,t316,t317,t318,t319,t320,t321,t322,t323,t324,t325,t326,t327,t328,t329,t330,t331,t332,t333,t334,t335,t336,t337,t338,t339,t340,t341,t342,t343,t344,t345,t346,t347,t348,t349,t350,t351,t352,t353,t354,t355,t356,t357,t358,t359,t360,t361,t362,t363,t364,t365,t366,t367,t368,t369,t370,t371,t372,t373,t374,t375,t376,t377,t378,t379,t380,t381,t382,t383,t384,t385,t386,t387,t388,t389,t390,t391,t392,t393,t394,t395,t396,t397,t398,t399,t400,t401,t402,t403,t404,t405,t406,t407,t408,t409,t410,t411,t412,t413,t414,t415,t416,t417,t418,t419,t420,t421,t422,t423,t424,t425,t426,t427,t428,t429,t430,t431,t432,t433,t434,t435,t436,t437
3.6009095,3.6188352,3.6118288,3.6341245,3.6211927,3.608256,3.6190119,3.6132004,3.6229517,3.6464498,3.6073332,3.6155612,3.6511502,3.6515965,3.6424763,3.6450155,3.654006,3.6482267,3.657598,3.659134,3.684208,3.6875875,3.6925385,3.692197,3.6831007,3.6788795,3.699345,3.7153754,3.7061598,3.723445,3.6938524,3.6909492,3.6970816,3.725,3.7183883,3.7013988,3.7136,3.7442784,3.7383084,3.7438188,3.737646,3.7490935,3.7454875,3.7625043,3.739482,3.7318394,3.7323866,3.7451568,3.7482643,3.756606,3.7463973,3.7397246,3.7630353,3.7477686,3.7631247,3.7169344,3.736936,3.7225208,3.6725605,3.6945035,3.684597,3.7047012,3.6715665,3.6139634,3.6064422,3.5734265,3.5383923,3.5372381,3.534063,3.503311,3.495556,3.4874043,3.4591694,3.4747171,3.4287803,3.423365,3.3909705,3.4094968,3.392865,3.3883104,3.388962,3.347765,3.3814144,3.3527205,3.3498166,3.3431172,3.3512845,3.3383336,3.3211882,3.2952862,3.3127484,3.3115506,3.3201056,3.295009,3.3123932,3.3258445,3.300813,3.3035235,3.3496172,3.3264189,3.327596,3.3229337,3.3420305,3.349559,3.3655024,3.3516996,3.36062,3.353993,3.3487449,3.373338,3.372653,3.2116182,3.5581882,3.4630847,3.4447422,3.4559424,3.4255366,3.3951325,3.4120564,3.3583436,3.4299686,3.396753,3.4355104,3.3917227,3.4616396,3.4591491,3.470144,3.4489837,3.477508,3.4757721,3.4847312,3.4892712,3.491419,3.517443,3.5117054,3.5300305,3.5116918,3.533803,3.5188975,3.542773,3.568067,3.5301757,3.5410502,3.5524137,3.5682085,3.550154,3.5637195,3.5855253,3.5774353,3.5736854,3.5904148,3.5979168,3.634856,3.6204848,3.5945535,3.6642833,3.6563888,3.6974676,3.6989768,3.703257,3.7384353,3.7170293,3.7434938,3.7381718,3.7302866,3.7332397,3.7329576,3.7399006,3.7704537,3.756244,3.782797,3.7624295,3.756432,3.772803,3.75656,3.798774,3.7771318,3.7838142,3.8057597,3.7887552,3.8028245,3.788997,3.7964885,3.8258815,3.790361,3.8004124,3.8227515,3.8253875,3.8128278,3.8050592,3.81324,3.7810326,3.8049393,3.7913964,3.790604,3.8029048,3.7968543,3.8212614,3.8108954,3.8090944,3.7927132,3.7934015,3.7826068,3.7807271,3.7876835,3.794997,3.7810621,3.8015318,3.7957714,3.7810013,3.8070395,3.7970552,3.7894983,3.7896204,3.8056374,3.7877674,3.7903385,3.783271,3.7800655,3.7815273,3.7706983,3.7635095,3.7844706,3.7879012,3.7993188,3.79402,3.7742553,3.7799067,3.7803364,3.7906637,3.781816,3.7878208,3.7798674,3.7751205,3.7936196,3.7686388,3.7685075,3.7731714,3.7860181,3.7615705,3.7797027,3.7738903,3.7844121,3.8009546,3.776471,3.77977,3.7741601,3.7595713,3.7705014,3.7858005,3.7729633,3.765652,3.7666821,3.7560906,3.7654257,3.769196,3.740148,3.7744298,3.7396681,3.7730467,3.753577,3.7611845,3.7578413,3.7270942,3.7669253,3.7576287,3.7627726,3.7633014,3.7507148,3.7784915,3.7690835,3.794172,3.799375,3.7759764,3.7600372,3.7770438,3.7725096,3.7750292,3.7953174,3.7731833,3.7740624,3.790518,3.7725265,3.7966444,3.7930589,3.7645187,3.769428,3.7745445,3.7679935,3.774404,3.7705662,3.7594383,3.7871695,3.7837238,3.7765305,3.7749183,3.781236,3.7679396,3.7735534,3.7734742,3.7797995,3.7540169,3.7672534,3.7792764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.573605,3.5661066,3.5985806,3.5710535,3.5586798,3.5618832,3.558736,3.5685844,3.5652416,3.5756006,3.565899,3.5767887,3.5682518,3.5646675,3.573714,3.554755,3.5608778,3.5864053,3.61078,3.5774431,3.5688028,3.5604906,3.5712333,3.6142993,3.5909255,3.570475,3.5899594,3.6132517,3.6159852,3.5907362,3.6268044,3.632268,3.6179197,3.5924935,3.6050694,3.6370587,3.60715,3.6230078,3.6266134,3.640246,3.6334975,3.6502812,3.646721,3.6593523,3.635779,3.6447916,3.6353655,3.6518552,3.6405323,3.646898,3.6436176,3.6659026,3.6514673,3.6390538,3.6246176,3.618982,3.6184561,3.6049562,3.6024609,3.6036417,3.554437,3.5375855,3.541741,3.524632,3.487628,3.5013418,3.4834654,3.4606442,3.432558,3.4117024,3.390683,3.3928576,3.3847525,3.3813853,3.3343449,3.329442,3.3209286,3.311209,3.2987673,3.2957351,3.2748516,3.2448826,3.2619264,3.2496428,3.2170992,3.2388341,3.226383,3.2141902,3.2273192,3.1928346,3.1938193,3.2126956,3.199433,3.1341515,3.1940062,3.202109,3.1878433,3.1314118,3.1181087,3.1342518,3.1839085,3.1420722,3.1794438,3.1691353,3.1704206,3.212828,3.1886313,3.205282,3.1939344,3.230332,3.2219877,3.1995509,3.2332761,3.2228236,3.2187524,3.2482035,3.262673,3.2603924,3.173131,3.2885125,3.29625,3.2869105,3.2816548,3.31802,3.301673,3.2945452,3.2881768,3.291838,3.2914736,3.2995367,3.304843,3.302326,3.3077917,3.3019783,3.3059213,3.3071752,3.3001034,3.3250117,3.3143167,3.314204,3.3314068,3.3212352,3.3263462,3.3273582,3.3384597,3.3546126,3.343067,3.3796659,3.3594296,3.3745034,3.3739455,3.351168,3.4074912,3.3829615,3.4024937,3.3979895,3.414418,3.4073038,3.408537,3.424673,3.4321375,3.4192379,3.4487653,3.4680254,3.4681244,3.4416006,3.4809535,3.4943604,3.502218,3.4907143,3.5245578,3.530804,3.5193975,3.521527,3.5481894,3.5340557,3.5485904,3.5285552,3.546158,3.5425906,3.556377,3.5560834,3.569892,3.6059575,3.5787456,3.619995,3.402293,3.6007128,3.5812452,3.5153577,3.5233998,3.6012836,3.647472,3.6585343,3.6383624,3.6235013,3.604987,3.6148098,3.6102905,3.6201708,3.5453026,3.6241221,3.6177003,3.6367638,3.626953,3.632736,3.6186368,3.6406534,3.6433961,3.6468904,3.6666524,3.6430683,3.6567404,3.6461432,3.6446385,3.664068,3.6476336,3.6774065,3.6715007,3.6561105,3.649613,3.6797307,3.6616077,3.6679518,3.6411586,3.6514862,3.6535347,3.6666124,3.6602988,3.6570895,3.6655214,3.680719,3.6822097,3.6590412,3.6579936,3.6794226,3.687587,3.6679277,3.6777134,3.6480856,3.7057714,3.695724,3.6559143,3.6587036,3.676289,3.728323,3.6992388,3.7229114,3.69379,3.7064772,3.6943467,3.7149189,3.732987,3.694982,3.7027364,3.6873574,3.7117636,3.7102695,3.7140815,3.6780112,3.7146657,3.697675,3.6841109,3.6786435,3.6872408,3.680213,3.6738935,3.6838548,3.6619723,3.6581604,3.6737857,3.6869054,3.66828,3.6727474,3.6554625,3.661143,3.6752005,3.6576276,3.6665149,3.6514924,3.711098,3.6311848,3.6399636,3.6863146,3.6708727,3.7084248,3.6626086,3.6764343,3.679626,3.6824164,3.690244,3.6895146,3.6826692,3.6904666,3.6859171,3.6937954,3.7001102,3.6992936,3.6873791,3.7011437,3.703475,3.6813638,3.6865575,3.6794431,3.6926,3.6913507,3.659681,3.6943367,3.680248,3.678458,3.656329,3.6551447,3.6686153,3.641372,3.6477056,3.6413624,3.6410532,3.6731138,3.6650617,3.6200354,3.6256487,3.646275,3.6265306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4564395,3.435763,3.420377,3.4171972,3.4558659,3.4235866,3.4280758,3.429136,3.4329398,3.4525561,3.4479527,3.4197762,3.4499407,3.4433355,3.441316,3.4475267,3.4482517,3.4546852,3.4758897,3.4481418,3.4507198,3.4672132,3.45897,3.449655,3.4511943,3.4502647,3.4575598,3.460696,3.448999,3.4618225,3.4761164,3.4656434,3.469849,3.4524617,3.481375,3.4871693,3.4653313,3.4686515,3.4584513,3.5026784,3.4646182,3.5117085,3.4946415,3.4878407,3.510417,3.5257735,3.5083854,3.513592,3.52669,3.498539,3.498007,3.4674962,3.4779,3.4863591,3.481218,3.4582083,3.4667337,3.4325583,3.4495358,3.428215,3.4135592,3.4087667,3.3731992,3.3597405,3.3316066,3.3186536,3.2942245,3.2852955,3.265178,3.2419052,3.2543266,3.2537866,3.241599,3.231598,3.1952388,3.1913657,3.206252,3.2000306,3.1663556,3.1620953,3.1609547,3.1654582,3.136973,3.1551611,3.1396146,3.1104362,3.1351037,3.1253269,3.1366622,3.1096375,3.0976129,3.0949643,3.1322265,3.1335547,3.102915,3.132604,3.1151388,3.103856,3.0910473,3.1063538,3.0824878,3.1146057,3.1311092,3.163259,3.131625,3.1349518,3.1677403,3.154694,3.1727402,3.151485,3.1649022,3.1703415,3.1654947,3.200618,3.1688154,3.1725082,3.2122905,3.1127224,3.2295842,3.2068822,3.2407577,3.2546291,3.2630458,3.2451122,3.254607,3.2818801,3.190627,3.2676523,3.295622,3.2821498,3.2628171,3.295622,3.3030574,3.299107,3.3173063,3.2990105,3.3189754,3.3028343,3.307718,3.316516,3.3195238,3.3117042,3.3238263,3.3247864,3.3408198,3.3172073,3.3159435,3.3370168,3.3253977,3.3347971,3.2807488,3.3128803,3.2701058,3.2489183,3.3425438,3.330004,3.353614,3.6256201,3.5484989,3.511593,3.3472042,3.3775685,3.5917346,3.4601798,3.4617074,3.3784833,3.758738,3.4110305,3.3975909,3.417906,3.44523,3.4056294,3.4116156,3.3944106,3.403683,3.4038625,3.3913026,3.4628627,3.4620302,3.4891806,3.4802825,3.4791954,3.4668193,3.5229006,3.4272523,3.5134833,3.5148697,3.5123522,3.528276,3.5469882,3.5323498,3.5451868,3.5494957,3.5043268,3.5716567,3.5767114,3.5688071,3.569341,3.572682,3.5312784,3.5889013,3.5756078,3.540596,3.566281,3.526337,3.5749407,3.606402,3.5874238,3.6038418,3.6089642,3.5618272,3.6109684,3.613675,3.6162426,3.598273,3.616454,3.616225,3.6243587,3.6089442,3.6180904,3.6180527,3.6326408,3.631153,3.6294475,3.612837,3.5543911,3.6116557,3.6258614,3.618281,3.621626,3.6159363,3.6231477,3.593425,3.6064456,3.623769,3.6163392,3.6380434,3.6170263,3.5929983,3.6237497,3.6160593,3.6075962,3.6177435,3.6137285,3.6318,3.6188824,3.616871,3.5878665,3.6121175,3.6131723,3.6143808,3.6099918,3.6133463,3.6078951,3.6236336,3.5955365,3.5806606,3.606186,3.587621,3.6022947,3.5852664,3.5958037,3.6068058,3.5811706,3.5822558,3.5776892,3.5748866,3.5884075,3.5791152,3.5840838,3.5765846,3.5824416,3.5807946,3.58786,3.5843475,3.5807607,3.5741017,3.5875447,3.581029,3.5561843,3.576401,3.5902138,3.5538483,3.5872543,3.5700634,3.5681114,3.5765703,3.581298,3.5545397,3.5692422,3.5731006,3.5723794,3.5823636,3.5855048,3.5479553,3.6093812,3.5708425,3.58003,3.5637362,3.5767963,3.5669463,3.600362,3.5832312,3.5698955,3.5942476,3.5579693,3.5778084,3.5966146,3.6069014,3.5831225,3.5903685,3.5772405,3.599256,3.5858335,3.585821,3.603584,3.5972772,3.608796,3.6073418,3.5970044,3.5957189,3.6044471,3.6311655,3.6045296,3.6103551,3.5959463,,,,,,,,,,,,,,,,,,,,,,,,,
3.6263456,3.590951,3.603671,3.6007738,3.5915327,3.5859282,3.612937,3.5933099,3.5873277,3.606474,3.6311398,3.6089,3.6095245,3.6126351,3.6168501,3.6091368,3.6182737,3.620253,3.605013,3.625876,3.6095307,3.601775,3.6011076,3.61299,3.5921443,3.5879967,3.638617,3.5987866,3.594315,3.6294127,3.6035593,3.613152,3.6269464,3.612471,3.6063585,3.6194897,3.6100197,3.632205,3.6321075,3.6234062,3.6328568,3.6429935,3.6427648,3.638482,3.6376915,3.6384745,3.6283264,3.6417565,3.6264436,3.6275623,3.624751,3.651657,3.6150148,3.6128647,3.6034966,3.5901384,3.6096022,3.5866303,3.562498,3.5301502,3.5516784,3.4846342,3.41895,3.3937714,3.4032683,3.4076087,3.3659337,3.3698044,3.3653312,3.3514378,3.3349166,3.3140035,3.2910264,3.275731,3.2567766,3.2475152,3.217307,3.2253523,3.2160814,3.183931,3.1845353,3.1538427,3.1606007,3.1312242,3.1638973,3.1169007,3.1548603,3.1173713,3.1699307,3.129678,3.1295884,3.1496532,3.1386006,3.1266942,3.138772,3.1190925,3.1088293,3.1411088,3.1334174,3.12323,3.117703,3.1409764,3.1245918,3.15442,3.1231706,3.1564302,3.1458173,3.160155,3.1757452,3.166997,3.156138,3.1699684,3.1376898,3.170327,3.1834517,3.1622918,3.1867118,3.1510365,3.168976,3.158141,3.1815,3.1970131,3.191378,3.164734,3.1916616,3.173636,3.16848,3.1777112,3.1686194,3.1985312,3.1846335,3.1899185,3.2067964,3.2019243,3.2000618,3.1980708,3.209689,3.2120254,3.2252624,3.2132816,3.2559493,3.2488463,3.2637866,3.2261462,3.2935383,3.304389,3.268599,3.301027,3.3123925,3.3251987,3.3308506,3.3348687,3.3309064,3.3474038,3.3665137,3.3563645,3.401272,3.4162543,3.4154942,3.3976164,3.4129517,3.4234188,3.4354157,3.4449208,3.4421782,3.4439158,3.4792154,3.4862356,3.4936836,3.5069761,3.502498,3.5403063,3.567906,3.5708025,3.5314777,3.5645432,3.5386336,3.5544453,3.5733712,3.5696511,3.5634682,3.5837336,3.5625072,3.5613077,3.5496035,3.6157415,3.6290734,3.699308,3.7282643,3.6596851,3.5779727,3.6634996,3.5142765,3.924391,3.6368275,3.6408904,3.5883794,3.5563743,3.607577,3.5971413,3.622242,3.6207592,3.5744076,3.6224055,3.530625,3.518393,3.5586176,3.6990864,3.6343307,3.6574748,3.6659105,3.6377568,3.6362324,3.5656555,3.5993063,3.605775,3.6244504,3.648132,3.662077,3.6726708,3.657068,3.6821778,3.6828742,3.6795468,3.6573794,3.682091,3.714472,3.7131536,3.6729188,3.6835864,3.6811407,3.7024446,3.692226,3.6851287,3.7161274,3.6907132,3.7060192,3.7056813,3.7120175,3.7133086,3.7003167,3.7009106,3.7054093,3.710815,3.7295055,3.7161276,3.7201388,3.7153635,3.7273505,3.7308848,3.7081542,3.7163038,3.6981277,3.7146626,3.726848,3.726215,3.7373188,3.7291577,3.721914,3.720877,3.7145948,3.724223,3.7140245,3.7387657,3.7149851,3.713029,3.6992311,3.706435,3.7147944,3.7052429,3.6965914,3.691482,3.6971226,3.698013,3.6999788,3.6840572,3.6887286,3.670866,3.6586244,3.6485107,3.6420913,3.6556718,3.5898864,3.5980747,3.5788088,3.5757601,3.5715687,3.567382,3.5494823,3.5548475,3.5458233,3.5611372,3.5183535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.456281,3.4775383,3.4698348,3.489027,3.4767163,3.4993403,3.4426858,3.4690564,3.5064332,3.5102186,3.4710207,3.4824526,3.5029778,3.4933121,3.507075,3.4756896,3.512621,3.5085351,3.5357845,3.5355875,3.5143955,3.5189435,3.5275497,3.525665,3.5303395,3.5251293,3.5392675,3.56638,3.563433,3.5564346,3.5373774,3.5540702,3.5271192,3.5740492,3.5697,3.5706596,3.5605655,3.5589175,3.583554,3.5641422,3.587651,3.5958958,3.5771449,3.5810034,3.602627,3.5901265,3.587119,3.6057582,3.5974522,3.6134374,3.5950265,3.582644,3.598171,3.5861714,3.5767844,3.5487201,3.5355315,3.5202732,3.5399172,3.4643772,3.477908,3.45688,3.4413772,3.4397843,3.4122555,3.3694916,3.3510666,3.369388,3.3388312,3.354725,3.333039,3.335147,3.3179014,3.3003001,3.2961967,3.2543137,3.2733831,3.2430425,3.265984,3.2449718,3.2290149,3.2075863,3.205338,3.1980703,3.2058191,3.1681378,3.1837668,3.2062228,3.2316108,3.1844492,3.1674948,3.1981058,3.1797016,3.1706886,3.175922,3.134642,3.1404312,3.1518066,3.1910558,3.1914144,3.2186353,3.2212546,3.2098877,3.2094133,3.2185464,3.22787,3.244117,3.2440968,3.2614694,3.2683237,3.2589061,3.2580986,3.2788453,3.307898,3.3186982,3.2988417,3.3060055,3.302456,3.2907555,3.3206942,3.2866273,3.3180914,3.340192,3.3180697,3.318289,3.3256464,3.3065782,3.3384964,3.2944636,3.3341734,3.3208542,3.3517442,3.3441627,3.34948,3.3680189,3.3784947,3.3849406,3.3751874,3.37227,3.3913598,3.3954532,3.4195693,3.4196658,3.4219937,3.4283438,3.4158201,3.426596,3.4358227,3.4220684,3.4505298,3.4452865,3.4478884,3.4283698,3.4576392,3.449383,3.4847984,3.481841,3.5014522,3.5038188,3.5133524,3.4955637,3.4888504,3.5198853,3.5286639,3.5067728,3.546891,3.5254016,3.5553033,3.5359135,3.5214736,3.5458696,3.539563,3.5663302,3.5716991,3.5759175,3.5730891,3.5835195,3.6087356,3.6014938,3.601041,3.6117718,3.581706,3.5937767,3.5875132,3.618065,3.5921137,3.600041,3.6098568,3.6068978,3.629554,3.6225586,3.6405861,3.6354816,3.642155,3.6393242,3.6495094,3.6486778,3.708179,3.6485934,3.6581047,3.6887844,3.6464593,3.6553798,3.6735377,3.6691394,3.6722188,3.660767,3.6684818,3.6539357,3.673408,3.6808405,3.6869423,3.659714,3.6674883,3.6663141,3.679195,3.692814,3.691316,3.6985035,3.6890986,3.6806967,3.690798,3.644661,3.6750994,3.7069345,3.7018912,3.671788,3.6820273,3.7043936,3.6837652,3.6911664,3.6678843,3.6991317,3.6830752,3.706997,3.689716,3.6983104,3.7078342,3.7231896,3.688581,3.7257502,3.7141728,3.7208145,3.697219,3.7022226,3.7397568,3.746926,3.7246351,3.7410903,3.738609,3.7448623,3.6682253,3.7056265,3.6872222,3.684991,3.6944854,3.6767557,3.6615925,3.6641607,3.6991024,3.6777394,3.6885927,3.6828368,3.6876752,3.6867244,3.687947,3.682966,3.696168,3.67065,3.685642,3.6730118,3.6631894,3.667023,3.6778235,3.6831274,3.6685133,3.6784265,3.684292,3.67002,3.6764083,3.6687534,3.7056167,3.6685963,3.6837635,3.66924,3.6585875,3.6606843,3.6630275,3.6595461,3.6629896,3.6551826,3.666307,3.6748223,3.669676,3.672629,3.6970031,3.6707435,3.6674976,3.6696358,3.6649776,3.6633232,3.640294,3.7179208,3.6815636,3.6732779,3.6709318,3.6875637,3.6906352,3.6879015,3.6951673,3.6992369,3.6973708,3.703003,3.713588,3.6970482,3.6988752,3.6950033,3.673636,3.6997428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3565636,3.3689597,3.3385394,3.3453717,3.3547733,3.3373563,3.3514504,3.3225987,3.3257794,3.3245711,3.3341594,3.3105922,3.3111053,3.308511,3.2851536,3.3036456,3.3111353,3.281841,3.276321,3.2751882,3.2786844,3.2828825,3.2779791,3.2649512,3.2885814,3.2857106,3.2936532,3.2710397,3.2845225,3.2522674,3.293534,3.28927,3.2806494,3.2661772,3.273731,3.2966855,3.286766,3.2797012,3.2253153,3.2532003,3.2842488,3.3088703,3.2818835,3.2951286,3.3128378,3.2924945,3.2975087,3.2922754,3.3105893,3.319629,3.284622,3.2667437,3.2657888,3.2458034,3.2729588,3.244709,3.2226496,3.1886978,3.220875,3.1955266,3.197059,3.1867201,3.1353045,3.1057615,3.1109066,3.0770102,3.0528078,3.0515769,3.0380478,3.0395172,3.0367062,3.0268178,3.0235212,3.0336132,3.0163488,2.9689643,2.9777405,2.9811435,2.9363706,2.9482844,2.9597917,2.9403598,2.9365635,2.8962865,2.9291575,2.9195793,2.910242,2.9349089,2.9306092,2.9114048,2.911302,2.8907754,2.9389315,2.8624115,2.8970573,2.90952,2.8849554,2.9209263,2.9112983,2.9543014,2.868546,2.798993,3.0476954,3.1184144,3.110684,3.0591776,3.1066926,3.047324,3.135883,3.1051052,3.145722,3.0800464,3.1158266,3.1002479,3.114035,3.1603792,3.1347063,3.1862571,3.1466038,3.1990309,3.1928794,3.1837916,3.2150016,3.2363458,3.2390952,3.2113652,3.2226312,3.265486,3.2606254,3.291527,3.325809,3.3007703,3.2980196,3.329941,3.3317418,3.3402028,3.3258924,3.3303878,3.347514,3.2942863,3.3580718,3.3815925,3.4213114,3.4538667,3.4801233,3.4543648,3.429642,3.456806,3.4352005,3.4749372,3.4513745,3.4579952,3.474453,3.4571717,3.4645572,3.467363,3.4747236,3.4642,3.4666052,3.4497252,3.4836242,3.5128794,3.5132418,3.491577,3.5224504,3.5115774,3.5195684,3.4870567,3.5035822,3.5096285,3.5117707,3.5137882,3.5074074,3.516817,3.51259,3.5015497,3.5364382,3.5083666,3.5104742,3.528082,3.5325654,3.5043554,3.5329692,3.5057094,3.5177577,3.5054739,3.505645,3.4930263,3.5043342,3.486327,3.5085642,3.4875035,3.4946563,3.5146809,3.4825923,3.492078,3.514358,3.4943109,3.494025,3.4998307,3.501186,3.4969811,3.5048256,3.4920278,3.4754417,3.4933503,3.4869576,3.445311,3.4755628,3.455942,3.4826403,3.4749,3.4846096,3.451193,3.4751036,3.4597688,3.4596016,3.4491832,3.454029,3.4411833,3.4621465,3.4438267,3.4544306,3.434518,3.4467454,3.4322667,3.4626198,3.4383872,3.4390435,3.4503825,3.4666727,3.453705,3.4357011,3.4413798,3.4370766,3.4313884,3.437269,3.4387581,3.427027,3.4107866,3.4563982,3.433342,3.4379601,3.4271743,3.4124618,3.431673,3.4353695,3.4257302,3.4304411,3.4294827,3.4237363,3.4115849,3.3954644,3.4176486,3.4293532,3.4140408,3.4319313,3.4255314,3.4165747,3.4173443,3.4327736,3.4253583,3.432917,3.427263,3.425921,3.4323785,3.437778,3.4691591,3.4449854,3.4505994,3.4499269,3.447773,3.4487062,3.4497135,3.4599526,3.4499402,3.448148,3.457828,3.4650002,3.4734116,3.4645586,3.46506,3.4795148,3.4620717,3.5021336,3.5059385,3.4739761,3.4794312,3.4858332,3.4931412,3.503885,3.508756,3.4965649,3.4930682,3.504063,3.497933,3.5193372,3.4848762,3.5136395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.604655,3.6165755,3.6168144,3.6016474,3.6322365,3.6198258,3.6005175,3.6068087,3.59482,3.5894282,3.5970922,3.584208,3.6031117,3.6090481,3.618177,3.608332,3.5988781,3.6047623,3.6023812,3.6093254,3.6089442,3.6189544,3.6241162,3.6017647,3.6155221,3.6356208,3.6484046,3.6261299,3.6299806,3.6392248,3.6447985,3.6671011,3.6809032,3.691173,3.6553254,3.6926215,3.6553948,3.648571,3.6995974,3.6955612,3.7011664,3.6782534,3.7067263,3.683982,3.7016187,3.7152705,3.6934328,3.7005703,3.713971,3.7151785,3.7016318,3.6937344,3.6992383,3.6796849,3.6951795,3.6603668,3.6552896,3.5928085,3.5992296,3.5698557,3.5436475,3.5400736,3.56235,3.5891056,3.8751142,3.5249636,3.5204036,3.4770865,3.4076343,3.3656714,3.323564,3.2850199,3.2886057,3.3230064,3.3111386,3.29358,3.2451394,3.2799535,3.2293165,3.2417593,3.2347362,3.218233,3.2272685,3.2152612,3.1956258,3.2044275,3.2203312,3.1698399,3.2065117,3.200249,3.2072709,3.1996658,3.1956723,3.1815374,3.2070396,3.200765,3.183606,3.203971,3.2248554,3.2199411,3.2149389,3.2076523,3.216024,3.2017295,3.1991138,3.2282937,3.2239985,3.2295196,3.2206774,3.24095,3.2471766,3.2198231,3.2245922,3.243684,3.2689111,3.2620769,3.2360623,3.2781622,3.2654324,3.2765505,3.3856425,3.555074,3.6643045,3.702614,3.4787788,3.644135,3.5760148,3.491449,3.5826025,3.4524915,3.461552,3.4829926,3.5165727,3.4558597,3.4706872,3.4552684,3.4904082,3.495377,3.456588,3.4794784,3.4909747,3.4745588,3.5215774,3.4979892,3.4919941,3.505781,3.5388844,3.512544,3.5095873,3.546956,3.5435638,3.533275,3.5405562,3.5792243,3.5781097,3.5744607,3.593324,3.5808682,3.6034174,3.610742,3.5672576,3.5906947,3.6033127,3.5991216,3.631276,3.5935307,3.6066337,3.6125064,3.6179094,3.6260927,3.6064043,3.5894053,3.6169631,3.6277533,3.648137,3.652346,3.6424215,3.6460881,3.6432095,3.6163206,3.6505811,3.6229286,3.6377425,3.6254106,3.6412578,3.6534934,3.6409333,3.6340363,3.639801,3.6402075,3.661451,3.6345234,3.6405041,3.640712,3.6423984,3.6223013,3.645827,3.6190948,3.6191132,3.6067846,3.6254616,3.6174843,3.6092515,3.6205661,3.592174,3.5994954,3.6217105,3.5986397,3.585744,3.5997868,3.6201591,3.6030648,3.6034327,3.583626,3.5928037,3.6075592,3.6015456,3.5990515,3.5950024,3.5904195,3.6125643,3.593498,3.617992,3.6035612,3.6048517,3.6132832,3.587079,3.624239,3.608612,3.6061962,3.6198733,3.6144083,3.603179,3.6383994,3.6030595,3.6158292,3.6210504,3.6108587,3.6181955,3.595577,3.6222994,3.5986426,3.6318176,3.5848188,3.591389,3.6069784,3.6269226,3.625121,3.626535,3.6153169,3.6083949,3.6064827,3.5925632,3.6155746,3.6067677,3.619479,3.6153681,3.6172266,3.612374,3.6134746,3.607801,3.5936627,3.603318,3.608021,3.608712,3.6012082,3.6032593,3.611515,3.6118948,3.6060262,3.6062486,3.593909,3.5965414,3.6250575,3.6010869,3.6105547,3.609825,3.600043,3.6210825,3.600875,3.6180692,3.618412,3.599004,3.600396,3.629691,3.6067731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
